university,file_path,status_or_license
Divine Word University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/d/d2/Divine_Word_University_logo.png
East Central University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/East%20central%20univ%20logo.png
East China University of Political Science and Law,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Songjiang%20ecupl.jpg
Duy Tan University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Logo_Duy_Tan_University.png
East Stroudsburg University of Pennsylvania,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/East%20stroudsburg%20univ%20logo.png
East Texas Baptist University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Etbu%20logo.png
PennWest Edinboro,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/PennWest%20Lockup%20Edinboro%20FINAL%20SM.svg
East Siberia State University of Technology and Management,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/9/92/LOGO_VSGUTU.tif
Elizabeth City State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Ecsu_text_logo.png
Euro-Mediterranean University of Morocco,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Euromed%20de%20F%C3%A8s.png
EU Business School,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/EU%20Business%20School%20logo%202017%20new.png
"Faculty of Political Science, Chulalongkorn University",,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Faculty%20of%20Political%20Science%2C%20CU%20with%20Phra%20Kiao.svg
Universidad de las Fuerzas Armadas - ESPE,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/3/3a/Logo_ESPEOk.png
Universidade Federal do Amazonas,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Brasao%20ufam%202011.jpg
Universidade Federal de Mato Grosso do Sul,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo-UFMS.jpg
Far Eastern University - Diliman,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/5/5a/Feuferntitle.jpg
Federal University of Uberlândia,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Ufu%20logo.svg
Florida State College at Jacksonville,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo-of-FSCJ.svg
Fontbonne University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Fontbonne%20univ%20logo.png
Q5440479,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/2/24/Logo_ufpb.jpg
Fort Valley State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Fortvalley_state_univ_logo.png
Franklin Pierce University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Franklin%20pierce%20university%20logo.png
Federal University of Rio Grande,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20FURG%20institucional.png
Franciscan University of Steubenville,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/8/85/Franciscan_univ_motto_logo.png
GCU London,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/GCU%20London%20Logo%20Dec%202014.jpg
Gannon University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Gannon%20university%20logo.png
Libre University of Colombia,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/5/5c/Escudo_de_la_Universidad_Libre_de_Colombia.svg
George Fox University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/George%20fox%20univ%20fulllogo.png
Georgia Military College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Smalllogo.jpg
Tokat Gaziosmanpaşa University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Tokat_Gaziosmanpa%C5%9Fa_University_logo.svg
Augusta University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Augusta%20univ%20simplelogo.png
Georgia College & State University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/6/6b/Georgia_college_st_univ_logo.png
Kawasaki City College of Nursing,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Kawasaki%20City%20College%20of%20Nursing%20old%20logo.png
Universidade Estadual do Vale do Acaraú,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidade-Vale-do-Acara%C3%BA.jpg
Universidade Estadual de Maringá (UEM),,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/LogoUEM.pdf
Georgia Southwestern State University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/d/d7/Georgia_southw_st_univ_logo.png
Federal University of Itajubá,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/EFEI%20logo.png
Federal University of Mato Grosso,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20ufmt.jpg
Universidade Federal de Roraima,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/UFRR%20logo%20novo..png
Methodist University of São Paulo,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Metodista%20sbc.jpg
Federal University of Fronteira Sul,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/fd/Logoextenso_UFFS.png
Universidade Municipal de São Caetano do Sul,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_da_USCS.gif
University of Pernambuco,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Brasaoupe.png
University of Vale do Rio dos Sinos,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logotipo_Unisinos.jpg
Mackenzie Presbyterian University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/UPM.2_horizontal_vermelho.png
Krida Wacana Christian University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_UKRIDA_300x300.png
University do Vale do Paraíba,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidade%20do%20Vale%20do%20Para%C3%ADba%20logo.png
University of Ahmed Draia Adrar,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University-of-Ahmed-Dra%C3%AFa-Adrar-Logo.png
Universitas Methodist Indonesia,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Logo_Universitas_Methodist_Indonesia.jpg
University of Atacama,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidad_de_Atacama_-_panoramio.jpg
University of Caldas,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidad%20De%20Caldas%20-%20Logo.jpg
University of Cartagena,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20Unicartagena.png
University of Central Missouri,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Ucm%20text%20logo.png
University of Ceylon,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Cey%20logo1.png
University of Baguio,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/f2/University_of_Baguio_textlogo.png
University of Providence,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Providence_univ_montana_logo.png
University of Guelph-Humber,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Guelph-Humber%20logo.svg
University of Holguín,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidad%20de%20Holgu%C3%ADn.png
University of Houston–Clear Lake,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Houston-Clear%20Lake%20logo.svg
University of Guayaquil,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/6/6d/LogoUGcolor.png
University of Indianapolis,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Uindy%20logo%20black%20horiz.png
University of Houston–Downtown,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University_of_Houston-Downtown_wordmark.svg
University of Maine at Farmington,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Umf%20maine%20farmington.png
University of Maine at Presque Isle,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Umpi%20textlogo.svg
Texas A&M University–Victoria,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/4/48/UHV_logo.png
University of Michigan–Flint,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Michigan%E2%80%93Flint%20logo.svg
